	SRR1	SRR2	SRR3	SRR4	SRR5	SRR6	SRR7	SRR8
ENSG0000013698	243	220	184	255	223	216	207	233
ENSG0000013699	12	7	25	18	8	8	20	20
ENSG0000013700	87	125	106	107	119	126	91	104
ENSG0000013701	27	25	18	14	28	12	20	13
ENSG0000013702	5	2	7	2	8	3	5	4
ENSG0000013703	16	13	17	9	19	4	7	17
ENSG0000013704	12	8	21	24	32	23	23	21
ENSG0000013705	104	105	112	116	101	106	110	92
ENSG0000013706	291	324	330	304	267	328	297	286
ENSG0000013707	9	4	6	7	2	6	15	0
ENSG0000013708	102	95	109	85	89	104	104	78
ENSG0000013709	10	7	8	9	8	7	7	15
ENSG0000013710	151	124	124	137	124	136	129	153
ENSG0000013711	22	19	23	20	20	15	29	14
ENSG0000013712	8	5	4	5	10	15	12	7
ENSG0000013713	200	177	162	174	187	174	198	157
ENSG0000013714	32	16	19	26	10	23	13	22
ENSG0000013715	41	28	23	46	32	34	22	38
ENSG0000013716	2	0	0	2	1	1	0	2
ENSG0000013717	231	236	188	196	233	251	247	230
ENSG0000013718	199	202	158	146	202	194	172	170
ENSG0000013719	44	72	69	46	70	51	54	61
ENSG0000013720	14	7	5	7	4	8	7	5
ENSG0000013721	308	379	336	361	354	385	373	340
ENSG0000013722	30	14	10	27	12	18	28	22
ENSG0000013723	29	21	28	45	29	31	12	17
ENSG0000013724	1787	1846	1819	1711	1658	1832	1729	1890
ENSG0000013725	27	16	15	16	20	21	19	21
ENSG0000013726	170	185	164	170	153	177	174	149
ENSG0000013727	141	145	112	152	104	109	129	124
ENSG0000013728	76	90	98	91	113	113	90	115
ENSG0000013729	111	62	90	86	86	71	71	84
ENSG0000013730	85	99	107	84	92	87	96	81
ENSG0000013731	78	86	82	64	77	87	91	78
ENSG0000013732	44	48	61	41	36	47	58	44
ENSG0000013733	522	514	613	558	506	543	536	457
ENSG0000013734	17	7	8	5	12	4	12	1
ENSG0000013735	258	234	253	252	234	287	240	220
ENSG0000013736	190	182	191	184	199	178	199	191
ENSG0000013737	189	190	163	176	171	134	157	134
ENSG0000013738	311	301	258	276	289	306	265	281
ENSG0000013739	51	40	50	42	43	59	55	37
ENSG0000013740	5	1	2	3	5	0	0	0
ENSG0000013741	69	46	46	53	62	58	56	43
ENSG0000013742	18	17	13	6	12	5	11	12
ENSG0000013743	30	15	17	18	13	15	12	25
ENSG0000013744	7	8	7	14	4	7	13	10
ENSG0000013745	28	29	38	31	21	27	19	30
ENSG0000013746	13	8	14	18	17	17	16	17
ENSG0000013747	1	2	2	3	6	2	5	3
ENSG0000013748	147	182	157	110	154	152	148	175
ENSG0000013749	1497	1468	1557	1534	1469	1491	1549	1589
ENSG0000013750	135	137	154	111	136	153	123	134
ENSG0000013751	43	39	33	35	33	31	38	24
ENSG0000013752	41	46	36	61	54	44	45	45
ENSG0000013753	42	15	20	14	38	37	29	21
ENSG0000013754	60	72	63	46	60	64	56	63
ENSG0000013755	56	66	55	51	50	67	58	53
ENSG0000013756	19	10	13	22	15	9	13	11
ENSG0000013757	740	709	626	643	701	645	691	682
ENSG0000013758	3	6	1	6	3	6	13	9
ENSG0000013759	182	152	139	167	132	166	169	149
ENSG0000013760	42	54	46	43	50	59	45	39
ENSG0000013761	905	948	937	953	935	965	923	920
ENSG0000013762	93	101	94	127	93	84	109	90
ENSG0000013763	22	32	29	30	45	27	32	42
ENSG0000013764	43	45	40	41	43	52	22	57
ENSG0000013765	51	48	55	57	52	59	63	54
ENSG0000013766	21	13	8	17	6	21	6	12
ENSG0000013767	14	20	18	22	21	20	11	22
ENSG0000013768	1	8	10	2	5	7	6	1
ENSG0000013769	19	22	14	5	14	13	13	19
ENSG0000013770	69	58	55	62	66	64	60	66
ENSG0000013771	88	80	91	92	78	75	74	83
ENSG0000013772	5	1	4	3	1	4	0	0
ENSG0000013773	36	45	43	31	49	44	42	43
ENSG0000013774	117	131	125	88	104	123	122	135
ENSG0000013775	43	50	44	53	60	39	43	58
ENSG0000013776	15	24	22	15	15	18	17	20
ENSG0000013777	22	38	36	36	32	33	20	29
ENSG0000013778	15	12	27	20	14	26	22	25
ENSG0000013779	22	19	12	24	15	8	13	19
ENSG0000013780	63	70	73	55	71	91	66	70
ENSG0000013781	1703	1713	1735	1757	1716	1799	1815	1714
ENSG0000013782	24	29	13	23	28	13	20	15
ENSG0000013783	35	23	50	36	35	34	29	33
ENSG0000013784	49	42	69	32	55	56	38	47
ENSG0000013785	18	25	18	17	23	18	24	32
ENSG0000013786	274	290	253	276	309	303	317	251
ENSG0000013787	0	0	5	2	1	1	0	2
ENSG0000013788	27	16	37	35	14	22	13	12
ENSG0000013789	168	179	196	196	171	173	214	165
ENSG0000013790	47	42	25	44	27	39	61	28
ENSG0000013791	15	9	19	11	14	10	18	15
ENSG0000013792	114	110	85	99	107	122	114	111
ENSG0000013793	255	218	182	245	219	220	219	183
ENSG0000013794	54	82	74	71	47	70	83	80
ENSG0000013795	27	23	12	18	12	20	12	10
ENSG0000013796	90	107	106	106	120	78	90	118
ENSG0000013797	25	26	24	22	25	34	23	28
ENSG0000013798	165	178	167	181	210	201	148	184
ENSG0000013799	503	492	559	508	490	524	507	500
ENSG0000013800	1	0	1	0	0	0	0	2
ENSG0000013801	58	58	60	72	45	69	56	83
ENSG0000013802	5	7	2	13	3	6	3	4
ENSG0000013803	2116	2105	2074	2154	2200	2164	2127	1985
ENSG0000013804	31	32	27	23	38	17	28	28
ENSG0000013805	198	149	144	149	200	143	131	191
ENSG0000013806	45	39	52	59	26	47	51	57
ENSG0000013807	14	7	12	17	12	27	21	9
ENSG0000013808	12	19	9	12	7	17	21	14
ENSG0000013809	586	590	642	632	596	571	591	630
ENSG0000013810	221	246	249	223	221	232	232	238
ENSG0000013811	1042	996	1021	1095	1006	999	927	1008
ENSG0000013812	42	57	48	41	47	54	64	60
ENSG0000013813	92	76	79	69	82	107	87	88
ENSG0000013814	26	43	42	53	48	28	47	45
ENSG0000013815	27	30	40	25	46	38	34	31
ENSG0000013816	4	12	11	11	8	16	12	18
ENSG0000013817	49	50	64	62	56	45	70	42
ENSG0000013818	24	12	5	19	20	16	10	13
ENSG0000013819	105	122	97	106	82	87	129	112
ENSG0000013820	76	62	60	107	71	70	70	77
ENSG0000013821	106	75	103	75	80	72	95	99
ENSG0000013822	677	723	735	651	694	700	666	771
ENSG0000013823	51	74	46	34	55	52	56	62
ENSG0000013824	189	184	144	153	140	156	156	142
ENSG0000013825	1164	1118	1227	1147	1138	1204	1149	1249
ENSG0000013826	425	358	414	383	385	419	338	416
ENSG0000013827	334	324	285	307	337	340	334	295
ENSG0000013828	28	34	35	34	55	42	20	36
ENSG0000013829	65	84	77	72	85	91	73	77
ENSG0000013830	10	4	16	4	9	6	1	8
ENSG0000013831	108	110	109	109	112	102	118	119
ENSG0000013832	104	71	89	85	80	79	88	89
ENSG0000013833	55	50	52	45	36	61	65	51
ENSG0000013834	257	266	233	267	257	235	243	263
ENSG0000013835	6	16	7	23	6	16	12	15
ENSG0000013836	628	661	694	666	581	654	599	642
ENSG0000013837	195	226	230	234	226	205	238	229
ENSG0000013838	62	63	48	41	66	52	34	39
ENSG0000013839	50	32	40	56	43	44	66	41
ENSG0000013840	108	129	81	124	103	105	97	120
ENSG0000013841	529	495	569	496	516	549	562	495
ENSG0000013842	74	56	72	63	52	63	76	61
ENSG0000013843	79	65	62	65	87	81	64	71
ENSG0000013844	43	58	50	63	47	60	61	40
ENSG0000013845	774	749	768	804	765	832	777	790
ENSG0000013846	24	25	35	33	27	33	29	43
ENSG0000013847	55	57	66	57	47	41	53	55
ENSG0000013848	520	553	507	508	497	466	480	488
ENSG0000013849	65	63	87	57	78	86	85	60
ENSG0000013850	285	339	353	300	255	306	305	274
ENSG0000013851	11	12	9	18	15	22	13	14
ENSG0000013852	38	55	40	38	53	35	43	50
ENSG0000013853	504	478	464	536	559	510	497	502
ENSG0000013854	10	21	18	22	16	21	17	40
ENSG0000013855	46	60	37	31	41	50	41	48
ENSG0000013856	113	67	85	63	79	86	72	70
ENSG0000013857	11	15	7	22	15	10	16	18
ENSG0000013858	18	20	28	19	26	23	31	17
ENSG0000013859	81	92	53	48	49	65	69	66
ENSG0000013860	54	66	48	55	68	52	64	86
ENSG0000013861	361	372	357	439	403	397	402	361
ENSG0000013862	606	541	575	524	557	511	546	465
ENSG0000013863	20	18	30	12	14	18	10	11
ENSG0000013864	59	54	53	71	62	73	58	54
ENSG0000013865	170	127	168	145	136	127	157	145
ENSG0000013866	530	502	505	532	537	503	523	519
ENSG0000013867	159	132	153	144	160	156	182	154
ENSG0000013868	74	79	82	82	92	83	104	78
ENSG0000013869	161	124	145	126	126	123	138	173
ENSG0000013870	140	141	123	141	152	123	175	159
ENSG0000013871	14	16	14	9	13	19	15	13
ENSG0000013872	74	71	54	99	85	60	64	61
ENSG0000013873	486	470	486	524	502	518	497	491
ENSG0000013874	44	40	37	42	42	47	42	42
ENSG0000013875	63	56	66	67	75	59	67	70
ENSG0000013876	28	70	40	44	52	35	38	37
ENSG0000013877	1	0	1	3	2	1	3	1
ENSG0000013878	50	56	74	79	49	64	38	47
ENSG0000013879	87	88	78	77	87	74	87	87
ENSG0000013880	24	13	34	22	21	13	25	14
ENSG0000013881	12	7	8	10	8	9	8	9
ENSG0000013882	24	15	18	12	34	8	8	18
ENSG0000013883	147	166	156	158	178	175	160	174
ENSG0000013884	999	976	1062	1083	1054	1148	1077	1055
ENSG0000013885	393	443	383	406	447	438	431	410
ENSG0000013886	7	11	3	17	7	7	8	18
ENSG0000013887	214	216	217	154	196	197	177	186
ENSG0000013888	25	22	21	14	17	28	24	21
ENSG0000013889	35	16	21	19	39	22	17	29
ENSG0000013890	19	45	32	30	33	24	20	29
ENSG0000013891	154	174	144	165	164	171	142	134
ENSG0000013892	223	216	231	269	239	248	236	232
ENSG0000013893	54	53	59	55	63	35	35	64
ENSG0000013894	34	43	54	35	41	57	47	59
ENSG0000013895	122	111	115	103	106	136	125	122
ENSG0000013896	129	113	122	112	111	126	119	130
ENSG0000013897	338	306	318	317	330	288	273	307
ENSG0000013898	7	10	8	6	8	18	5	7
ENSG0000013899	34	42	45	45	70	52	63	62
ENSG0000013900	8	7	8	12	17	15	13	12
ENSG0000013901	44	44	43	40	48	47	36	63
ENSG0000013902	33	35	40	42	20	39	53	40
ENSG0000013903	55	74	52	56	49	58	39	43
ENSG0000013904	16	20	23	17	23	10	17	15
ENSG0000013905	4	3	7	9	2	4	5	4
ENSG0000013906	4	3	4	4	5	11	5	0
ENSG0000013907	49	48	38	45	53	42	64	45
ENSG0000013908	30	28	29	30	34	30	18	19
ENSG0000013909	22	16	27	13	21	13	19	19
ENSG0000013910	390	421	414	365	372	424	425	418
ENSG0000013911	19	25	11	21	13	32	13	12
ENSG0000013912	441	447	455	444	516	427	490	468
ENSG0000013913	614	639	597	624	626	658	596	596
ENSG0000013914	0	0	2	3	3	1	1	5
ENSG0000013915	58	49	62	61	73	58	48	49
ENSG0000013916	37	29	32	34	44	33	36	33
ENSG0000013917	1	1	2	1	0	0	3	0
ENSG0000013918	7	5	9	10	10	8	6	1
ENSG0000013919	177	184	164	189	203	159	179	173
ENSG0000013920	1133	1130	1004	988	1079	1174	1153	1065
ENSG0000013921	200	196	195	186	228	211	205	243
ENSG0000013922	75	72	89	83	92	83	80	72
ENSG0000013923	67	43	54	56	47	45	68	47
ENSG0000013924	618	679	692	708	686	709	688	765
ENSG0000013925	1318	1366	1430	1349	1418	1374	1289	1425
ENSG0000013926	24	24	25	25	38	20	16	26
ENSG0000013927	3	1	1	0	5	4	1	3
ENSG0000013928	1	1	1	1	0	4	1	2
ENSG0000013929	408	419	427	390	387	342	373	366
ENSG0000013930	51	46	73	50	39	50	48	39
ENSG0000013931	81	78	82	48	72	66	73	67
ENSG0000013932	7	4	2	6	8	1	1	13
ENSG0000013933	20	11	12	18	16	21	8	22
ENSG0000013934	63	47	26	39	37	31	38	39
ENSG0000013935	98	81	56	77	80	98	93	78
ENSG0000013936	22	36	31	32	14	36	26	27
ENSG0000013937	8	15	7	14	14	6	9	9
ENSG0000013938	18	17	18	21	14	13	28	21
ENSG0000013939	369	304	311	308	336	357	331	352
ENSG0000013940	71	83	67	92	98	96	59	89
ENSG0000013941	163	133	101	151	160	117	142	140
ENSG0000013942	13	13	14	19	6	12	16	6
ENSG0000013943	2	0	1	0	0	1	1	1
ENSG0000013944	21	25	27	25	30	20	19	28
ENSG0000013945	12	18	12	14	10	34	11	12
ENSG0000013946	82	111	103	97	93	62	93	82
ENSG0000013947	7542	7526	7458	7652	7764	7501	7767	7624
ENSG0000013948	165	146	155	120	145	154	173	170
ENSG0000013949	3227	3163	3295	3346	3143	3300	3207	3249
ENSG0000013950	125	123	102	149	114	151	122	137
ENSG0000013951	19	21	18	24	28	23	25	33
ENSG0000013952	89	79	99	80	91	88	77	74
ENSG0000013953	710	769	733	809	845	821	799	795
ENSG0000013954	841	882	842	842	865	814	824	900
ENSG0000013955	33	15	30	26	22	25	27	17
ENSG0000013956	72	85	82	69	65	71	99	81
ENSG0000013957	5	4	2	13	3	7	7	6
ENSG0000013958	216	237	180	190	181	175	183	159
ENSG0000013959	625	527	564	568	553	525	565	587
ENSG0000013960	53	86	64	78	64	62	66	71
ENSG0000013961	19	16	29	12	19	23	27	11
ENSG0000013962	98	71	79	92	76	94	92	83
ENSG0000013963	95	130	97	81	116	116	115	112
ENSG0000013964	39	52	75	58	77	81	56	63
ENSG0000013965	86	61	72	84	85	85	69	64
ENSG0000013966	18	40	40	31	45	32	46	60
ENSG0000013967	291	275	231	252	244	235	275	213
ENSG0000013968	145	161	152	151	148	128	155	135
ENSG0000013969	9	5	16	10	9	20	11	18
ENSG0000013970	8	7	17	13	14	10	22	9
ENSG0000013971	35	31	37	41	36	41	36	35
ENSG0000013972	164	150	138	169	157	162	144	179
ENSG0000013973	68	51	55	58	97	57	48	48
ENSG0000013974	21	26	44	26	10	27	16	18
ENSG0000013975	80	99	73	81	72	78	71	73
ENSG0000013976	19	39	33	25	37	27	26	33
ENSG0000013977	191	201	226	212	191	209	201	225
ENSG0000013978	84	78	64	94	95	104	86	93
ENSG0000013979	32	38	35	18	17	26	30	28
ENSG0000013980	87	75	82	78	101	86	57	79
ENSG0000013981	424	397	385	450	375	422	369	387
ENSG0000013982	22	32	24	29	13	19	25	18
ENSG0000013983	82	96	96	99	102	111	86	103
ENSG0000013984	37	35	43	59	49	47	57	43
ENSG0000013985	98	83	103	107	113	97	125	95
ENSG0000013986	28	24	11	20	11	12	43	34
ENSG0000013987	56	58	57	86	87	62	75	50
ENSG0000013988	322	299	293	288	271	238	327	288
ENSG0000013989	15	5	11	11	18	25	15	13
ENSG0000013990	10	12	10	6	8	11	1	11
ENSG0000013991	7	7	12	13	3	10	3	10
ENSG0000013992	16	6	3	6	12	7	2	6
ENSG0000013993	128	140	122	152	118	148	122	161
ENSG0000013994	14	6	12	3	6	18	12	7
ENSG0000013995	38	44	42	31	46	33	40	30
ENSG0000013996	149	135	140	147	134	115	146	135
ENSG0000013997	80	101	105	126	105	120	105	113
ENSG0000013998	24	49	28	25	28	33	37	23
ENSG0000013999	73	91	77	52	57	84	78	52
ENSG0000014000	76	72	59	71	64	70	51	73
ENSG0000014001	38	47	29	40	57	36	43	39
ENSG0000014002	51	38	51	31	37	27	48	42
ENSG0000014003	1636	1481	1488	1538	1567	1561	1536	1570
ENSG0000014004	199	184	230	180	193	177	192	172
ENSG0000014005	2260	2246	2228	2196	2294	2262	2192	2160
ENSG0000014006	28	22	34	14	17	12	39	27
ENSG0000014007	52	51	52	39	80	46	39	69
ENSG0000014008	12	23	1	3	15	6	2	9
ENSG0000014009	13	18	21	17	22	30	23	20
ENSG0000014010	951	867	948	895	929	942	953	1032
ENSG0000014011	15	22	31	18	17	12	22	19
ENSG0000014012	989	922	967	1030	968	979	946	937
ENSG0000014013	3	7	5	12	7	4	4	4
ENSG0000014014	7	12	11	12	5	9	9	23
ENSG0000014015	18	37	47	34	40	17	36	27
ENSG0000014016	46	52	52	62	55	32	48	49
ENSG0000014017	218	236	264	201	223	233	241	178
ENSG0000014018	91	97	102	107	123	113	110	99
ENSG0000014019	33	15	32	41	18	43	20	30
ENSG0000014020	45	34	35	37	35	43	59	44
ENSG0000014021	30	37	17	31	36	23	34	39
ENSG0000014022	10	4	12	12	20	13	9	10
ENSG0000014023	20	13	16	19	16	11	19	31
ENSG0000014024	228	259	239	253	238	256	275	288
ENSG0000014025	1	3	1	4	1	2	3	0
ENSG0000014026	609	659	604	620	646	618	591	661
ENSG0000014027	46	46	27	37	41	25	31	40
ENSG0000014028	13	17	13	25	18	17	18	9
ENSG0000014029	179	157	134	170	135	158	173	215
ENSG0000014030	482	470	518	475	510	495	554	450
ENSG0000014031	343	289	264	318	294	311	337	311
ENSG0000014032	107	113	133	91	124	96	121	110
ENSG0000014033	295	261	261	278	235	324	277	315
ENSG0000014034	6	2	7	7	0	7	9	3
ENSG0000014035	28	30	28	20	34	22	25	23
ENSG0000014036	11	9	6	15	8	8	10	16
ENSG0000014037	319	349	334	341	332	345	356	371
ENSG0000014038	27	26	33	37	29	14	22	26
ENSG0000014039	175	184	188	222	171	192	192	194
ENSG0000014040	120	123	139	123	122	125	89	107
ENSG0000014041	16	20	24	2	11	12	8	15
ENSG0000014042	15	12	28	27	22	21	23	26
ENSG0000014043	385	355	391	334	398	345	401	329
ENSG0000014044	13	9	15	11	14	23	14	27
ENSG0000014045	80	68	52	85	67	47	63	65
ENSG0000014046	19	13	9	21	11	7	13	17
ENSG0000014047	24	35	42	31	30	23	38	50
ENSG0000014048	43	41	53	50	60	52	59	54
ENSG0000014049	13	21	20	19	18	22	12	24
ENSG0000014050	21	10	6	11	5	10	7	10
ENSG0000014051	79	73	71	79	96	68	86	66
ENSG0000014052	26	21	13	11	12	16	15	19
ENSG0000014053	9	12	14	9	17	16	6	15
ENSG0000014054	21	13	11	16	18	11	5	8
ENSG0000014055	57	70	56	38	47	47	70	37
ENSG0000014056	213	211	261	235	231	216	238	240
ENSG0000014057	512	557	476	522	534	461	508	579
ENSG0000014058	14	17	15	8	13	23	16	18
ENSG0000014059	1423	1312	1423	1391	1320	1428	1283	1312
ENSG0000014060	20	12	23	19	17	12	8	15
ENSG0000014061	283	244	322	262	289	272	328	265
ENSG0000014062	24	23	21	27	14	13	21	25
ENSG0000014063	9	16	13	9	13	11	11	11
ENSG0000014064	6	18	19	8	18	17	27	18
ENSG0000014065	27	54	35	56	69	25	46	49
ENSG0000014066	131	123	147	123	141	137	153	134
ENSG0000014067	156	153	134	152	116	132	115	173
ENSG0000014068	8	9	23	14	9	13	15	16
ENSG0000014069	18	10	19	12	13	9	9	15
ENSG0000014070	28	15	10	9	25	15	11	12
ENSG0000014071	61	36	45	46	38	49	30	41
ENSG0000014072	48	45	40	30	41	35	34	37
ENSG0000014073	16	27	14	28	16	9	5	7
ENSG0000014074	76	84	82	83	83	79	53	81
ENSG0000014075	1591	1610	1663	1710	1721	1712	1632	1645
ENSG0000014076	23	30	22	21	26	37	21	27
ENSG0000014077	40	31	14	17	32	19	18	49
ENSG0000014078	135	163	124	114	136	103	120	140
ENSG0000014079	24	35	20	23	37	24	20	24
ENSG0000014080	127	163	119	148	105	164	143	122
ENSG0000014081	25	15	19	25	25	20	25	16
ENSG0000014082	918	840	783	878	853	961	788	848
ENSG0000014083	93	89	84	90	100	107	90	104
ENSG0000014084	17	23	18	19	18	22	20	18
ENSG0000014085	20	34	19	21	19	17	15	17
ENSG0000014086	25	29	24	25	39	20	27	35
ENSG0000014087	476	424	417	427	372	415	410	419
ENSG0000014088	4	4	14	3	6	10	11	8
ENSG0000014089	12	16	24	24	21	15	18	26
ENSG0000014090	14	21	19	26	28	22	17	24
ENSG0000014091	52	31	76	48	45	53	62	78
ENSG0000014092	35	45	29	25	38	35	25	37
ENSG0000014093	9	9	19	7	7	9	18	5
ENSG0000014094	43	34	34	21	33	30	17	40
ENSG0000014095	46	37	60	56	41	35	57	47
ENSG0000014096	13	19	25	27	24	28	22	23
ENSG0000014097	158	140	182	225	166	166	167	195
ENSG0000014098	199	243	208	222	221	245	223	215
ENSG0000014099	54	48	40	64	47	63	48	30
ENSG0000014100	81	71	60	81	70	68	84	60
ENSG0000014101	2	3	2	0	5	2	6	2
ENSG0000014102	16	46	24	20	26	21	18	31
ENSG0000014103	237	253	247	245	276	263	222	258
ENSG0000014104	28	25	21	23	32	26	26	24
ENSG0000014105	15	15	17	23	16	29	17	22
ENSG0000014106	1684	1732	1639	1632	1648	1751	1655	1684
ENSG0000014107	784	783	917	920	842	887	830	787
ENSG0000014108	105	118	120	98	112	106	100	123
ENSG0000014109	319	324	319	273	297	295	283	340
ENSG0000014110	0	1	0	1	1	1	3	0
ENSG0000014111	14	19	16	23	10	12	14	15
ENSG0000014112	17	43	25	22	30	24	22	25
ENSG0000014113	35	31	29	32	40	51	41	36
ENSG0000014114	17	23	14	18	40	30	11	23
ENSG0000014115	0	1	4	0	0	2	0	0
ENSG0000014116	99	99	122	96	98	80	97	99
ENSG0000014117	126	118	149	128	125	112	125	124
ENSG0000014118	547	584	603	627	591	623	557	657
ENSG0000014119	18	24	13	15	14	17	6	10
ENSG0000014120	11	14	8	16	19	9	19	7
ENSG0000014121	2	0	1	1	1	1	2	2
ENSG0000014122	42	38	31	31	47	47	27	21
ENSG0000014123	203	222	213	195	231	170	220	166
ENSG0000014124	32	34	26	22	35	22	28	16
ENSG0000014125	1382	1317	1354	1370	1356	1333	1289	1266
ENSG0000014126	33	31	41	30	34	56	28	21
ENSG0000014127	73	76	64	67	65	87	75	71
ENSG0000014128	2	4	16	4	11	8	7	7
ENSG0000014129	70	84	72	58	74	93	90	81
ENSG0000014130	2	2	4	2	2	2	3	1
ENSG0000014131	123	155	136	144	169	139	144	135
ENSG0000014132	175	155	175	156	151	157	170	159
ENSG0000014133	428	436	464	475	367	403	422	440
ENSG0000014134	8	13	14	9	12	21	10	14
ENSG0000014135	79	64	63	65	72	68	78	61
ENSG0000014136	115	132	114	133	119	147	123	140
ENSG0000014137	93	116	109	91	102	137	92	115
ENSG0000014138	16	15	13	15	15	19	17	12
ENSG0000014139	5	0	2	1	4	1	0	0
ENSG0000014140	87	96	87	97	104	83	80	75
ENSG0000014141	51	44	70	51	30	52	45	39
ENSG0000014142	21	21	9	18	20	22	19	27
ENSG0000014143	178	167	160	182	154	157	157	170
ENSG0000014144	55	37	63	43	52	62	36	53
ENSG0000014145	8	11	14	5	11	7	3	8
ENSG0000014146	3	1	2	5	0	8	10	6
ENSG0000014147	12	9	13	2	0	11	4	9
ENSG0000014148	2001	1968	2032	1984	1885	1965	1838	1843
ENSG0000014149	170	154	138	142	149	165	154	194
ENSG0000014150	66	62	66	77	54	71	59	57
ENSG0000014151	41	43	51	47	36	66	51	24
ENSG0000014152	33	53	24	43	26	31	35	40
ENSG0000014153	287	314	340	325	335	319	363	321
ENSG0000014154	23	23	22	28	25	31	26	30
ENSG0000014155	130	116	99	134	125	127	133	137
ENSG0000014156	36	22	42	29	40	35	39	27
ENSG0000014157	1012	945	1048	1079	986	1058	1041	1028
ENSG0000014158	171	124	163	174	182	132	238	161
ENSG0000014159	318	319	360	384	373	323	352	314
ENSG0000014160	29	26	31	21	23	23	19	18
ENSG0000014161	307	236	298	256	276	280	227	239
ENSG0000014162	36	39	26	36	21	20	28	36
ENSG0000014163	54	56	66	56	55	60	57	63
ENSG0000014164	632	609	610	606	651	633	638	669
ENSG0000014165	4	15	6	18	11	6	12	16
ENSG0000014166	75	78	60	63	54	66	72	82
ENSG0000014167	112	100	116	109	98	92	105	106
ENSG0000014168	92	115	127	115	129	105	152	102
ENSG0000014169	23	30	31	34	28	24	29	35
ENSG0000014170	1258	1266	1263	1171	1243	1165	1186	1291
ENSG0000014171	7	5	4	2	4	8	11	2
ENSG0000014172	472	519	501	476	490	474	509	520
ENSG0000014173	340	369	338	339	361	344	320	350
ENSG0000014174	901	957	923	950	912	881	939	955
ENSG0000014175	8	4	5	3	6	4	4	5
ENSG0000014176	21	17	12	12	13	11	7	3
ENSG0000014177	527	516	540	528	511	611	426	489
ENSG0000014178	0	0	2	9	4	2	0	2
ENSG0000014179	3	3	16	9	2	6	2	7
ENSG0000014180	11	28	26	53	18	37	14	32
ENSG0000014181	53	73	65	73	71	85	49	77
ENSG0000014182	582	602	564	609	604	610	547	623
ENSG0000014183	40	39	33	42	52	39	27	41
ENSG0000014184	30	13	33	26	11	15	31	18
ENSG0000014185	73	72	97	94	89	136	76	72
ENSG0000014186	98	115	92	108	101	130	112	101
ENSG0000014187	111	126	96	123	102	83	139	125
ENSG0000014188	30	54	41	36	51	73	50	42
ENSG0000014189	2	0	3	3	0	5	7	1
ENSG0000014190	4	9	13	12	17	13	18	15
ENSG0000014191	489	438	459	477	477	517	490	500
ENSG0000014192	60	66	76	75	57	76	80	82
ENSG0000014193	34	50	33	41	30	38	21	54
ENSG0000014194	323	286	305	287	300	285	273	372
ENSG0000014195	15	10	13	10	12	6	9	13
ENSG0000014196	27	52	47	44	29	27	42	32
ENSG0000014197	79	63	47	82	61	73	58	64
ENSG0000014198	36	30	30	27	26	13	29	24
ENSG0000014199	68	48	70	68	81	69	52	64
ENSG0000014200	53	44	41	26	41	31	34	33
ENSG0000014201	3	24	5	4	4	9	8	5
ENSG0000014202	65	93	82	90	63	75	57	97
ENSG0000014203	7	11	10	4	14	8	10	10
ENSG0000014204	86	81	64	69	75	63	74	64
ENSG0000014205	423	416	434	394	464	413	464	469
ENSG0000014206	17	30	29	49	51	33	30	35
ENSG0000014207	2	7	1	11	7	7	2	5
ENSG0000014208	34	46	40	70	31	35	34	57
ENSG0000014209	9	7	11	13	10	24	11	16
ENSG0000014210	132	126	135	121	153	156	144	144
ENSG0000014211	46	33	42	48	63	39	56	35
ENSG0000014212	657	772	789	682	719	657	728	663
ENSG0000014213	270	282	331	352	342	332	307	287
ENSG0000014214	42	45	43	32	46	37	58	41
ENSG0000014215	135	142	152	154	150	157	139	141
ENSG0000014216	28	31	25	31	30	38	24	41
ENSG0000014217	74	50	68	51	66	51	51	71
ENSG0000014218	19	45	40	35	31	35	45	22
ENSG0000014219	192	161	158	167	197	215	176	179
ENSG0000014220	392	432	409	473	474	434	438	524
ENSG0000014221	197	177	159	160	174	182	180	190
ENSG0000014222	192	207	208	219	215	222	217	229
ENSG0000014223	220	247	224	237	245	214	198	206
ENSG0000014224	101	124	141	103	144	115	112	146
ENSG0000014225	6	8	18	5	8	19	18	7
ENSG0000014226	663	693	689	731	699	748	691	684
ENSG0000014227	774	824	766	834	805	792	777	840
ENSG0000014228	32	36	42	44	37	37	42	29
ENSG0000014229	48	22	33	26	51	28	23	28
ENSG0000014230	129	137	139	155	135	149	132	125
ENSG0000014231	113	124	112	108	145	135	123	101
ENSG0000014232	43	40	42	30	32	27	49	45
ENSG0000014233	14	11	14	5	8	6	9	7
ENSG0000014234	102	92	72	82	71	78	75	75
ENSG0000014235	126	136	130	131	100	135	106	140
ENSG0000014236	162	140	163	167	149	144	160	142
ENSG0000014237	112	77	74	110	97	98	98	117
ENSG0000014238	45	32	55	27	49	35	31	29
ENSG0000014239	227	263	214	289	215	264	271	260
